,ENTRY,BEER,BREWERY,LOCATION,STYLE,SIZE,ABV,IBUs
2092,482.,Trailhead India Style Session Ale (2011),Two Beers Brewing Company,"Seattle, WA",American IPA,12 oz.,4.8%,48
2093,481.,Threadless IPA,Finch's Beer Company,"Chicago, IL",American IPA,16 oz.,7.5%,N/A
2094,480.,Farmer Ted's Farmhouse Cream Ale,Catawba Brewing Company,"Morganton, NC",Cream Ale,12 oz.,5.6%,N/A
2095,479.,Missouri Mule India Pale Ale,Piney River Brewing Company,"Bucryus, MO",American IPA,16 oz.,7.0%,70
2096,478.,Great Crescent Belgian Style Wit,Great Crescent Brewery,"Aurora, IN",Witbier,16 oz.,5.1%,13
2097,477.,White Water Wheat,Grand Canyon Brewing Company,"Williams, AZ",American Pale Wheat Ale,12 oz.,5.0%,N/A
2098,476.,Grand Canyon American Pilsner,Grand Canyon Brewing Company,"Williams, AZ",American Pilsner,12 oz.,5.2%,N/A
2099,475.,Yellowstone Golden Ale,Lewis and Clark Brewing Company,"Helena, MT",Kölsch,12 oz.,5.1%,N/A
2100,474.,Tumbleweed IPA,Lewis and Clark Brewing Company,"Helena, MT",American IPA,12 oz.,5.7%,N/A
2101,473.,Lewis & Clark Amber Ale,Lewis and Clark Brewing Company,"Helena, MT",American Amber / Red Ale,12 oz.,5.0%,N/A
2102,472.,Miner's Gold Hefeweizen,Lewis and Clark Brewing Company,"Helena, MT",Hefeweizen,12 oz.,5.0%,N/A
2103,471.,Back Country Scottish Ale,Lewis and Clark Brewing Company,"Helena, MT",Scottish Ale,12 oz.,5.7%,N/A
2104,470.,Bozone Select Amber Ale,Bozeman Brewing Company,"Bozeman, MT",American Amber / Red Ale,12 oz.,5.5%,N/A
2105,469.,Fox Tail Gluten Free Ale,Joseph James Brewing Company,"Henderson, NV",American Pale Ale (APA),12 oz.,5.0%,50
2106,468.,Hop Box Imperial IPA,Joseph James Brewing Company,"Henderson, NV",American Double / Imperial IPA,12 oz.,9.3%,90
2107,467.,Joseph James American Lager,Joseph James Brewing Company,"Henderson, NV",American Adjunct Lager,12 oz.,5.2%,15
2108,466.,Top Rope Mexican-style Craft Lager,Upslope Brewing Company,"Boulder, CO",Vienna Lager,12 oz.,4.8%,15
2109,465.,Sympathy for the Lager,Karbach Brewing Company,"Houston, TX",American Amber / Red Lager,12 oz.,4.9%,45
2110,464.,Weisse Versa,Karbach Brewing Company,"Houston, TX",Hefeweizen,12 oz.,5.2%,15
2111,463.,Hopadillo India Pale Ale,Karbach Brewing Company,"Houston, TX",American IPA,12 oz.,6.6%,70
2112,457.,Dundee Summer Wheat Beer,Dundee Brewing Company,"Rochester, NY",American Pale Wheat Ale,12 oz.,4.5%,18
2113,456.,Point Oktoberfest,Stevens Point Brewery,"Stevens Point, WI",Märzen / Oktoberfest,12 oz.,5.7%,15
2114,455.,Bourbon's Barrel Stout,Great Crescent Brewery,"Aurora, IN",American Stout,16 oz.,7.5%,65
2115,453.,Saranac Summer Ale (2011),Matt Brewing Company,"Utica, NY",American Pale Wheat Ale,12 oz.,4.7%,N/A
2116,451.,Panorama Wheat Ale,Two Beers Brewing Company,"Seattle, WA",American Pale Wheat Ale,12 oz.,4.6%,N/A
2117,450.,Dolores River ESB,Dolores River Brewery,"Dolores, CO",Extra Special / Strong Bitter (ESB),16 oz.,???,N/A
2118,449.,Snaggletooth Double Pale Ale,Dolores River Brewery,"Dolores, CO",American Double / Imperial IPA,16 oz.,???,N/A
2119,448.,Dolores River Pale Ale,Dolores River Brewery,"Dolores, CO",American Pale Ale (APA),16 oz.,???,N/A
2120,447.,Dolores River Dry Stout,Dolores River Brewery,"Dolores, CO",Irish Dry Stout,16 oz.,???,N/A
2121,446.,Dolores River Mild,Dolores River Brewery,"Dolores, CO",English Dark Mild Ale,16 oz.,???,N/A
2122,445.,Special Amber,Sprecher Brewing Company,"Glendale, WI",Vienna Lager,12 oz.,5.0%,22
2123,444.,Upslope Craft Lager,Upslope Brewing Company,"Boulder, CO",Vienna Lager,12 oz.,4.8%,22
2124,442.,Great Crescent Stout,Great Crescent Brewery,"Aurora, IN",English Stout,16 oz.,8.0%,66
2125,441.,Great Crescent Coconut Porter (2012),Great Crescent Brewery,"Aurora, IN",American Porter,16 oz.,5.6%,33
2126,440.,Great Crescent Dark Lager,Great Crescent Brewery,"Aurora, IN",Euro Dark Lager,16 oz.,5.7%,23
2127,439.,Great Crescent Mild Ale,Great Crescent Brewery,"Aurora, IN",English Dark Mild Ale,16 oz.,4.2%,26
2128,436.,Great Crescent IPA (2011),Great Crescent Brewery,"Aurora, IN",American IPA,16 oz.,6.2%,60
2129,435.,Flyin' HI.P.Hay,Maui Brewing Company,"Lahaina, HI",American IPA,12 oz.,6.8%,68
2130,434.,Sockeye Red IPA,Midnight Sun Brewing Company,"Anchorage, AK",American IPA,12 oz.,5.7%,70
2131,433.,Greenville Pale Ale,Twin Lakes Brewing Company,"Greenville, DE",American Pale Ale (APA),12 oz.,5.5%,52
2132,432.,Hop Crisis,21st Amendment Brewery,"San Francisco, CA",American Double / Imperial IPA,12 oz.,9.7%,94
2133,431.,Colorado Native (2011),AC Golden Brewing Company,"Golden, CO",American Amber / Red Lager,12 oz.,5.5%,26
2134,430.,Hop Slayer Double IPA (2011),Wild Onion Brewing Company,"Lake Barrington, IL",American Double / Imperial IPA,12 oz.,8.2%,100
2135,429.,Ninja Porter,Asheville Brewing Company,"Asheville, NC",American Porter,12 oz.,5.3%,26
2136,428.,Shiva IPA,Asheville Brewing Company,"Asheville, NC",American IPA,12 oz.,6.0%,69
2137,427.,Sky Blue Golden Ale,Carolina Brewery,"Pittsboro, NC",Kölsch,12 oz.,5.1%,N/A
2138,426.,Torpedo,Sierra Nevada Brewing Company,"Chico, CA",American IPA,16 oz.,7.2%,65
2139,425.,The Crisp (2011),Sixpoint Craft Ales,"Brooklyn, NY",German Pilsener,16 oz.,5.4%,42
2140,424.,Sweet Action (2011),Sixpoint Craft Ales,"Brooklyn, NY",Cream Ale,16 oz.,5.2%,34
2141,423.,Righteous Ale (2011),Sixpoint Craft Ales,"Brooklyn, NY",Rye Beer,16 oz.,6.3%,57
2142,422.,Bengali Tiger (2011),Sixpoint Craft Ales,"Brooklyn, NY",American IPA,16 oz.,6.4%,62
2143,421.,Mustang Golden Ale,Mustang Brewing Company,"Mustang, OK",American Blonde Ale,12 oz.,5.3%,10
2144,420.,Washita Wheat,Mustang Brewing Company,"Mustang, OK",American Pale Wheat Ale,12 oz.,5.3%,14
2145,419.,Second Wind Pale Ale,Mother Earth Brewing Company,"Kinston, NC",American Pale Ale (APA),12 oz.,5.0%,N/A
2146,418.,Fistmas Ale,Revolution Brewing Company,"Chicago, IL",Herbed / Spiced Beer,12 oz.,6.1%,31
2147,417.,Oktoberfest Revolution,Revolution Brewing Company,"Chicago, IL",Märzen / Oktoberfest,12 oz.,5.7%,25
2148,416.,Eugene Porter,Revolution Brewing Company,"Chicago, IL",American Porter,12 oz.,6.8%,28
2149,415.,Anti-Hero IPA,Revolution Brewing Company,"Chicago, IL",American IPA,12 oz.,6.5%,70
2150,414.,Bottom Up Belgian Wit,Revolution Brewing Company,"Chicago, IL",Witbier,12 oz.,5.0%,14
2151,413.,Sky High Rye,Arcadia Brewing Company,"Battle Creek, MI",American Pale Ale (APA),12 oz.,6.0%,55
2152,412.,Halcyon Unfiltered Wheat,Tallgrass Brewing Company,"Manhattan, KS",American Pale Wheat Ale,12 oz.,5.0%,20
2153,410.,River Pig Pale Ale,Angry Minnow Brewing Company,"Hayward, WI",American Pale Ale (APA),16 oz.,5.4%,N/A
2154,409.,Oaky's Oatmeal Stout,Angry Minnow Brewing Company,"Hayward, WI",Oatmeal Stout,16 oz.,4.7%,N/A
2155,408.,Sunny Haze,Mother Earth Brewing Company,"Kinston, NC",Hefeweizen,12 oz.,5.0%,N/A
2156,407.,OB-1 Organic Ale,Snake River Brewing Company,"Jackson, WY",English Brown Ale,12 oz.,5.0%,22
2157,406.,Snake River Lager,Snake River Brewing Company,"Jackson, WY",Vienna Lager,12 oz.,5.0%,18
2158,404.,Black Star Double Hopped Golden Lager (24 oz.),Great Northern Brewing Company,"Whitefish, MT",American Pale Lager,24 oz.,4.5%,15
2159,403.,Narragansett Summer Ale,Narragansett Brewing Company,"Providence, RI",American Pale Wheat Ale,16 oz.,4.2%,24
2160,402.,Snake River Pale Ale,Snake River Brewing Company,"Jackson, WY",American Pale Ale (APA),12 oz.,5.2%,32
2161,400.,Sierra Nevada Pale Ale,Sierra Nevada Brewing Company,"Chico, CA",American Pale Ale (APA),12 oz.,5.6%,37
2162,399.,Pyramid Hefeweizen (2011),Pyramid Breweries,"Seattle, WA",Hefeweizen,12 oz.,5.2%,18
2163,398.,Wild Onion Summer Wit,Wild Onion Brewing Company,"Lake Barrington, IL",Witbier,12 oz.,4.2%,13
2164,397.,SummerBright Ale,Breckenridge Brewery,"Denver, CO",American Pale Wheat Ale,12 oz.,4.5%,15
2165,395.,Crank Yanker IPA (2011),Eddyline Brewery & Restaurant,"Buena Vista, CO",American IPA,16 oz.,7.8%,74
2166,394.,Johan the Barleywine,Sun King Brewing Company,"Indianapolis, IN",English Barleywine,16 oz.,9.9%,60
2167,393.,Pako’s EyePA,Snake River Brewing Company,"Jackson, WY",American IPA,12 oz.,6.8%,60
2168,392.,Rumspringa Golden Bock,Lancaster Brewing Company,"Lancaster, PA",Maibock / Helles Bock,12 oz.,6.6%,30
2169,391.,One Hit Wonder,Oskar Blues Brewery,"Longmont, CO",American Double / Imperial IPA,12 oz.,9.0%,60
2170,390.,Whitsun,Arcadia Brewing Company,"Battle Creek, MI",American Pale Wheat Ale,12 oz.,6.2%,17
2171,389.,Great Crescent Blonde Ale (2011),Great Crescent Brewery,"Aurora, IN",American Blonde Ale,16 oz.,5.3%,22
2172,388.,G'KNIGHT (12 oz.),Oskar Blues Brewery,"Longmont, CO",American Double / Imperial IPA,12 oz.,8.7%,85
2173,387.,Farm Hand,Brewery Vivant,"Grand Rapids, MI",Saison / Farmhouse Ale,16 oz.,5.5%,N/A
2174,386.,Mexican Logger,Ska Brewing Company,"Durango, CO",American Pale Lager,12 oz.,4.2%,18
2175,385.,Solitude,Brewery Vivant,"Grand Rapids, MI",Belgian Pale Ale,16 oz.,6.0%,N/A
2176,384.,Triomphe,Brewery Vivant,"Grand Rapids, MI",Belgian IPA,16 oz.,6.5%,N/A
2177,383.,Black Adder IBA (Current),Buckbean Brewing Company,"Reno, NV",American Black Ale,16 oz.,7.3%,85
2178,382.,Common Sense Kentucky Common Ale,Upstate Brewing Company,"Elmira, NY",American Brown Ale,16 oz.,5.3%,22
2179,381.,Upstate I.P.W.,Upstate Brewing Company,"Elmira, NY",American IPA,12 oz.,6.5%,70
2180,379.,Heady Topper,The Alchemist,"Waterbury, VT",American Double / Imperial IPA,16 oz.,8.0%,120
2181,371.,Redband Stout,Great River Brewery,"Davenport, IA",American Stout,16 oz.,6.0%,36
2182,369.,Festie,Starr Hill Brewery,"Crozet, VA",Märzen / Oktoberfest,12 oz.,4.8%,12
2183,368.,Northern Lights India Pale Ale,Starr Hill Brewery,"Crozet, VA",American IPA,12 oz.,6.5%,52
2184,367.,Hop Ottin' IPA (2011),Anderson Valley Brewing Company,"Boonville, CA",American IPA,12 oz.,7.0%,80
2185,366.,Jack Stout,Wild Onion Brewing Company,"Lake Barrington, IL",Oatmeal Stout,12 oz.,6.0%,23
2186,365.,BRIK Irish Red Ale,MillKing It Productions,"Royal Oak, MI",Irish Red Ale,16 oz.,4.8%,N/A
2187,364.,Olde Ore Dock Scottish Ale,Keweenaw Brewing Company,"Houghton, MI",Scottish Ale,12 oz.,???,N/A
2188,363.,Milkshake Stout,Rochester Mills Brewing Company,"Rochester, MI",Milk / Sweet Stout,16 oz.,5.0%,N/A
2189,362.,Blacktop Blonde,TailGate Beer,"San Diego, CA",American Blonde Ale,12 oz.,5.0%,19
2190,361.,TailGate Hefeweizen,TailGate Beer,"San Diego, CA",Hefeweizen,12 oz.,4.9%,28
2191,360.,#9,Magic Hat Brewing Company,"South Burlington, VT",Fruit / Vegetable Beer,12 oz.,5.1%,20
2192,359.,Sankaty Light Lager,Cisco Brewers,"Nantucket, MA",Light Lager,12 oz.,3.8%,N/A
2193,358.,Hop Knot IPA,Four Peaks Brewing Company,"Tempe, AZ",American IPA,12 oz.,6.7%,47
2194,357.,2012 Black Ale,Stevens Point Brewery,"Stevens Point, WI",American Brown Ale,12 oz.,5.4%,32
2195,356.,Crazy Mountain Amber Ale,Crazy Mountain Brewing Company,"Edwards, CO",American Amber / Red Ale,12 oz.,5.2%,25
2196,355.,Lumberyard IPA,Lumberyard Brewing Company,"Flagstaff, AZ",American IPA,12 oz.,6.1%,N/A
2197,353.,Bitter American (2011),21st Amendment Brewery,"San Francisco, CA",American Pale Ale (APA),12 oz.,4.4%,42
2198,352.,Over Ale,Half Acre Beer Company,"Chicago, IL",American Brown Ale,16 oz.,6.0%,N/A
2199,351.,Cut Throat Pale Ale (2011),Finch's Beer Company,"Chicago, IL",American Pale Ale (APA),16 oz.,5.5%,N/A
2200,350.,Golden Wing Blonde Ale,Finch's Beer Company,"Chicago, IL",American Blonde Ale,16 oz.,4.7%,N/A
2201,349.,Sunken Island IPA,Kenai River Brewing Company,"Soldotna, AK",American IPA,12 oz.,6.8%,N/A
2202,348.,Skilak Scottish Ale (2011),Kenai River Brewing Company,"Soldotna, AK",Scottish Ale,12 oz.,5.8%,N/A
2203,347.,Golden State Ale,Uncommon Brewers,"Santa Cruz, CA",Belgian Pale Ale,16 oz.,6.4%,N/A
2204,346.,Baltic Porter,Uncommon Brewers,"Santa Cruz, CA",Baltic Porter,16 oz.,7.8%,N/A
2205,345.,Upslope Brown Ale,Upslope Brewing Company,"Boulder, CO",English Brown Ale,12 oz.,6.7%,N/A
2206,344.,Cherny Bock,Bohemian Brewery,"Midvale, UT",Schwarzbier,12 oz.,4.0%,N/A
2207,343.,Fire Eagle IPA,Austin Beerworks,"Austin, TX",American IPA,12 oz.,6.2%,N/A
2208,342.,Peacemaker,Austin Beerworks,"Austin, TX",American Pale Ale (APA),12 oz.,5.1%,N/A
2209,341.,Pearl-Snap,Austin Beerworks,"Austin, TX",German Pilsener,12 oz.,5.3%,N/A
2210,340.,Black Thunder,Austin Beerworks,"Austin, TX",Schwarzbier,12 oz.,5.2%,N/A
2211,339.,Copper Hook (2011),Redhook Brewery,"Woodinville, WA",American Amber / Red Ale,12 oz.,5.8%,27
2212,337.,Boneshaker Brown Ale,Moat Mountain Smoke House & Brew...,"North Conway, NH",English Brown Ale,24 oz.,5.5%,N/A
2213,336.,Iron Mike Pale Ale,Moat Mountain Smoke House & Brew...,"North Conway, NH",American Pale Ale (APA),24 oz.,5.6%,N/A
2214,335.,Ponderosa IPA,Prescott Brewing Company,"Prescott, AZ",American IPA,12 oz.,???,N/A
2215,334.,Wild Onion Pumpkin Ale (2010),Wild Onion Brewing Company,"Lake Barrington, IL",Pumpkin Ale,12 oz.,4.5%,N/A
2216,329.,WET,Surly Brewing Company,"Brooklyn Center, MN",American IPA,16 oz.,7.5%,90
2217,328.,Brooklyn Summer Ale (2011),Brooklyn Brewery,"Brooklyn, NY",English Pale Mild Ale,12 oz.,4.5%,N/A
2218,327.,Wapiti Amber Ale,Mogollon Brewing Company,"Flagstaff, AZ",American Amber / Red Ale,12 oz.,5.0%,N/A
2219,326.,Up River Light,Mudshark Brewing Company,"Lake Havasu City, AZ",Light Lager,12 oz.,4.2%,N/A
2220,324.,Wyoming Pale Ale,Wind River Brewing Company,"Pinedale, WY",American Pale Ale (APA),16 oz.,7.2%,N/A
2221,323.,Wind River Blonde Ale,Wind River Brewing Company,"Pinedale, WY",American Blonde Ale,16 oz.,5.0%,N/A
2222,321.,Fireside Chat (2010),21st Amendment Brewery,"San Francisco, CA",Winter Warmer,12 oz.,7.9%,45
2223,320.,Gandhi-Bot Double IPA (12 oz.),New England Brewing Company,"Woodbridge, CT",American Double / Imperial IPA,12 oz.,8.8%,85
2224,319.,1811 Lager,Fort George Brewery,"Astoria, OR",American Amber / Red Lager,16 oz.,5.1%,N/A
2225,318.,Vortex IPA,Fort George Brewery,"Astoria, OR",American IPA,16 oz.,7.4%,97
2226,317.,Hop Shock IPA (2010),SanTan Brewing Company,"Chandler, AZ",American IPA,12 oz.,7.0%,85
2227,316.,Narragansett Porter,Narragansett Brewing Company,"Providence, RI",American Porter,16 oz.,7.0%,22
2228,315.,Narragansett Bock,Narragansett Brewing Company,"Providence, RI",Bock,16 oz.,6.5%,32
2229,314.,Narragansett Fest Lager,Narragansett Brewing Company,"Providence, RI",Märzen / Oktoberfest,16 oz.,5.5%,15
2230,313.,Mana Wheat,Maui Brewing Company,"Lahaina, HI",American Pale Wheat Ale,12 oz.,5.5%,15
2231,312.,Snake Handler Double IPA,Good People Brewing Company,"Birmingham, AL",American Double / Imperial IPA,12 oz.,9.3%,103
2232,311.,Coffee Oatmeal Stout,Good People Brewing Company,"Birmingham, AL",Oatmeal Stout,12 oz.,6.0%,54
2233,309.,Good People IPA,Good People Brewing Company,"Birmingham, AL",American IPA,12 oz.,6.0%,64
2234,308.,Good People American Brown Ale,Good People Brewing Company,"Birmingham, AL",American Brown Ale,12 oz.,5.8%,36
2235,307.,Santa Fe Oktoberfest,Santa Fe Brewing Company,"Santa Fe, NM",Märzen / Oktoberfest,12 oz.,???,N/A
2236,305.,Imperial Java Stout,Santa Fe Brewing Company,"Santa Fe, NM",Russian Imperial Stout,12 oz.,8.0%,N/A
2237,304.,Freestyle Pilsner,Santa Fe Brewing Company,"Santa Fe, NM",German Pilsener,12 oz.,5.5%,N/A
2238,286.,SanTan HefeWeizen (2010),SanTan Brewing Company,"Chandler, AZ",Hefeweizen,12 oz.,5.0%,15
2239,285.,Devil’s Ale (2010),SanTan Brewing Company,"Chandler, AZ",American Pale Ale (APA),12 oz.,5.5%,45
2240,273.,AXL Pale Ale,MillKing It Productions,"Royal Oak, MI",American Pale Ale (APA),16 oz.,???,N/A
2241,272.,Pile O'Dirt Porter,Crow Peak Brewing Company,"Spearfish, SD",American Porter,12 oz.,6.9%,N/A
2242,271.,11th Hour IPA,Crow Peak Brewing Company,"Spearfish, SD",American IPA,12 oz.,6.0%,N/A
2243,220.,Colorado Red Ale,Revolution Brewing,"Paonia, CO",American Amber / Red Ale,12 oz.,6.2%,N/A
2244,219.,Miner's Gold,Revolution Brewing,"Paonia, CO",American Blonde Ale,12 oz.,???,N/A
2245,217.,Happy Camper IPA,Santa Fe Brewing Company,"Santa Fe, NM",American IPA,12 oz.,6.6%,N/A
2246,213.,Wee Mac Scottish-Style Ale,Sun King Brewing Company,"Indianapolis, IN",Scottish Ale,16 oz.,5.4%,23
2247,212.,Bear Ass Brown,Silverton Brewery,"Silverton, CO",American Brown Ale,12 oz.,4.2%,N/A
2248,195.,Lancaster German Style Kölsch,Lancaster Brewing Company,"Lancaster, PA",Kölsch,12 oz.,4.8%,28
2249,193.,Lucky U IPA,Breckenridge Brewery,"Denver, CO",American IPA,12 oz.,6.2%,68
2250,192.,Harpoon Summer Beer (2010),Harpoon Brewery,"Boston, MA",Kölsch,12 oz.,5.0%,28
2251,190.,483 Pale Ale (2010),Great River Brewery,"Davenport, IA",American Pale Ale (APA),16 oz.,5.3%,48
2252,189.,Roller Dam Red Ale (2010),Great River Brewery,"Davenport, IA",Irish Red Ale,16 oz.,5.4%,30
2253,188.,Pallavicini Pilsner (2009),Pug Ryan's Brewery,"Dillon, CO",Czech Pilsener,12 oz.,5.8%,21
2254,186.,The Corruption,DC Brau Brewing Company,"Washington, DC",American IPA,12 oz.,6.5%,80
2255,185.,The Citizen,DC Brau Brewing Company,"Washington, DC",Belgian Pale Ale,12 oz.,7.0%,N/A
2256,184.,The Public,DC Brau Brewing Company,"Washington, DC",American Pale Ale (APA),12 oz.,6.0%,N/A
2257,183.,Pamola Xtra Pale Ale,Baxter Brewing Company,"Lewiston, ME",American Pale Ale (APA),12 oz.,4.9%,28
2258,182.,Stowaway IPA,Baxter Brewing Company,"Lewiston, ME",American IPA,12 oz.,6.9%,69
2259,181.,Beltian White,Harvest Moon Brewing Company,"Belt, MT",Witbier,12 oz.,4.8%,N/A
2260,180.,Island Wheat,Capital Brewery,"Middleton, WI",American Pale Wheat Ale,12 oz.,4.2%,N/A
2261,179.,Kilt Lifter Scottish-Style Ale (2009),Four Peaks Brewing Company,"Tempe, AZ",Scottish Ale,12 oz.,6.0%,21
2262,178.,Sunbru Kölsch,Four Peaks Brewing Company,"Tempe, AZ",Kölsch,12 oz.,5.2%,N/A
2263,174.,Mickey Finn's Amber Ale,Mickey Finn's Brewery,"Libertyville, IL",American Amber / Red Ale,12 oz.,5.6%,N/A
2264,173.,Back in Black,21st Amendment Brewery,"San Francisco, CA",American Black Ale,12 oz.,6.8%,65
2265,172.,Flaming Damsel Lager (2010),Milwaukee Brewing Company,"Milwaukee, WI",Vienna Lager,16 oz.,4.8%,18
2266,171.,Louie’s Demise Immort-Ale (2010),Milwaukee Brewing Company,"Milwaukee, WI",American Amber / Red Ale,16 oz.,5.1%,24
2267,170.,Native Amber (2013),COOP Ale Works,"Oklahoma City, OK",American Amber / Red Ale,16 oz.,6.3%,35
2268,169.,Horny Toad Cerveza (2013),COOP Ale Works,"Oklahoma City, OK",American Blonde Ale,16 oz.,5.3%,25
2269,168.,Summer Honey,Big Sky Brewing Company,"Missoula, MT",American Blonde Ale,12 oz.,4.7%,N/A
2270,166.,Oktoberfest Lager,Sly Fox Brewing Company,"Pottstown, PA",Märzen / Oktoberfest,12 oz.,5.8%,25
2271,165.,White Ale,New South Brewing Company,"Myrtle Beach, SC",Witbier,12 oz.,4.6%,N/A
2272,164.,Black Star Double Hopped Golden Lager (12 oz.),Great Northern Brewing Company,"Whitefish, MT",American Pale Lager,12 oz.,4.5%,15
2273,162.,Paddy Pale Ale,Wild Onion Brewing Company,"Lake Barrington, IL",American Pale Ale (APA),12 oz.,5.6%,41
2274,161.,Red Mountain Ale,Silverton Brewery,"Silverton, CO",American Amber / Red Ale,12 oz.,6.0%,N/A
2275,160.,Ice Pick Ale,Silverton Brewery,"Silverton, CO",American IPA,12 oz.,6.8%,N/A
2276,159.,Scape Goat Pale Ale (2010),Big Sky Brewing Company,"Missoula, MT",English Pale Ale,12 oz.,5.0%,40
2277,158.,Cornerstone IPA,Rochester Mills Brewing Company,"Rochester, MI",American IPA,16 oz.,7.0%,N/A
2278,150.,Saranac Pale Ale (12 oz.),Matt Brewing Company,"Utica, NY",English Pale Ale,12 oz.,5.5%,N/A
2279,149.,Gossamer Golden Ale,Half Acre Beer Company,"Chicago, IL",American Blonde Ale,16 oz.,4.2%,N/A
2280,148.,Daisy Cutter Pale Ale,Half Acre Beer Company,"Chicago, IL",American Pale Ale (APA),16 oz.,5.2%,N/A
2281,146.,Avery Joe’s Premium American Pilsner,Avery Brewing Company,"Boulder, CO",German Pilsener,12 oz.,4.7%,42
2282,145.,Silverback Pale Ale,Wynkoop Brewing Company,"Denver, CO",American Pale Ale (APA),12 oz.,5.5%,40
2283,143.,Grand Canyon Sunset Amber Ale,Grand Canyon Brewing Company,"Williams, AZ",American Amber / Red Ale,12 oz.,5.4%,N/A
2284,142.,Black Iron India Pale Ale,Grand Canyon Brewing Company,"Williams, AZ",American IPA,12 oz.,???,N/A
2285,141.,Point Nude Beach Summer Wheat (2010),Stevens Point Brewery,"Stevens Point, WI",American Pale Wheat Ale,12 oz.,5.0%,7
2286,140.,Point Cascade Pale Ale,Stevens Point Brewery,"Stevens Point, WI",American Pale Ale (APA),12 oz.,5.4%,33
2287,139.,Point Amber Classic,Stevens Point Brewery,"Stevens Point, WI",American Amber / Red Lager,12 oz.,4.7%,14
2288,138.,Point Special Lager,Stevens Point Brewery,"Stevens Point, WI",American Adjunct Lager,12 oz.,4.7%,9
2289,133.,Saranac Pale Ale (16 oz.),Matt Brewing Company,"Utica, NY",English Pale Ale,16 oz.,5.5%,N/A
2290,132.,Full Moon Belgian White Ale (2007),Mudshark Brewing Company,"Lake Havasu City, AZ",Witbier,12 oz.,8.5%,N/A
2291,131.,Dry Heat Hefeweizen (2006),Mudshark Brewing Company,"Lake Havasu City, AZ",Hefeweizen,12 oz.,5.5%,N/A
2292,130.,Morning Wood Wheat (Current),Pug Ryan's Brewery,"Dillon, CO",American Pale Wheat Ale,12 oz.,5.9%,14
2293,129.,Heiner Brau Kölsch,Covington Brewhouse,"Covington, LA",Kölsch,12 oz.,5.0%,N/A
2294,128.,O'Fallon Wheach,O'Fallon Brewery,"O'Fallon, MO",Fruit / Vegetable Beer,12 oz.,5.1%,7
2295,126.,Harpoon IPA (2010),Harpoon Brewery,"Boston, MA",American IPA,12 oz.,5.9%,42
2296,125.,Lumberyard Red Ale,Lumberyard Brewing Company,"Flagstaff, AZ",American Amber / Red Ale,12 oz.,5.8%,N/A
2297,124.,Epicenter Amber Ale (2010),SanTan Brewing Company,"Chandler, AZ",American Amber / Red Ale,12 oz.,5.5%,20
